songsListened_monthly,tenure,subscription_spending_$,cluster
8.2,24.0,30,0
0.8947368421052632,18.0,28,0
11.133333333333333,29.0,8,0
74.47368421052632,18.0,7,0
140.64285714285714,41.0,110,1
174.8139534883721,42.0,0,1
35.303030303030305,32.0,0,0
0.0,23.0,1,0
3.068965517241379,57.0,0,1
1.0625,15.0,0,0
11.290322580645162,30.0,0,0
29.384615384615383,25.0,4,0
0.0,14.0,12,0
448.23333333333335,29.0,1293,2
38.925,39.0,0,0
0.0,7.0,0,0
13.53125,31.0,9,0
22.958333333333332,23.0,238,0
205.3809523809524,20.0,0,0
35.300970873786405,102.0,20,1
10.44,49.0,96,1
27.57627118644068,58.0,57,1
0.2857142857142857,34.0,1,0
70.0,25.0,7,0
91.0,22.0,41,0
2.477272727272727,43.0,0,1
214.8,14.0,12,0
36.87096774193548,30.0,48,0
221.30769230769232,64.0,4,1
393.5192307692308,51.0,10,3
259.15,59.0,2,3
0.0526315789473684,37.0,0,0
210.05555555555551,17.0,0,0
283.1304347826087,22.0,64,3
4.864864864864865,36.0,11,0
67.12765957446808,46.0,16,1
482.7692307692308,12.0,15,3
197.04347826086956,68.0,23,1
95.64285714285714,27.0,52,0
11.0327868852459,60.0,16,1
0.0454545454545454,21.0,0,0
99.03030303030305,32.0,1,0
143.5820895522388,66.0,15,1
197.5820895522388,66.0,1,1
236.22222222222223,26.0,52,3
18.70212765957447,46.0,5,1
160.82608695652175,22.0,16,0
196.06666666666663,59.0,0,1
400.6478873239437,70.0,41,3
0.0,51.0,0,1
1.7884615384615383,51.0,10,1
130.21311475409837,60.0,4,1
119.5,49.0,10,1
313.6363636363636,54.0,1,3
35.0,59.0,6,1
65.41025641025641,38.0,59,0
418.3414634146341,40.0,0,3
1.6363636363636365,10.0,1,0
110.5,43.0,0,1
274.8085106382979,46.0,0,3
35.06521739130435,45.0,0,1
1.4883720930232558,42.0,2,1
79.16666666666667,17.0,268,0
117.4,49.0,2,1
260.7843137254902,50.0,43,3
34.42857142857143,34.0,2,0
148.66666666666666,62.0,28,1
205.3552631578947,75.0,103,1
11.307692307692308,25.0,49,0
12.173913043478262,45.0,0,1
69.52,24.0,216,0
152.9268292682927,40.0,59,0
441.36,24.0,47,3
7.588888888888889,89.0,0,1
48.15942028985507,68.0,34,1
447.4880952380952,83.0,111,3
84.41666666666667,59.0,0,1
0.0,4.0,0,0
20.666666666666668,23.0,1,0
34.35,19.0,0,0
14.783783783783784,36.0,0,0
110.88235294117646,50.0,142,1
33.4,34.0,6,0
94.85714285714286,41.0,6,1
0.0454545454545454,21.0,4,0
0.0,48.0,0,1
2.8157894736842106,37.0,20,0
161.3709677419355,61.0,52,1
93.5,25.0,113,0
180.2753623188406,68.0,0,1
61.24324324324324,73.0,8,1
66.85714285714286,13.0,0,0
49.02941176470589,33.0,42,0
0.0,56.0,0,1
3.742857142857143,34.0,39,0
2.3230769230769233,64.0,3,1
88.0,11.0,10,0
197.1206896551724,57.0,12,1
106.64285714285714,41.0,4,1
270.8666666666667,44.0,120,3
50.55555555555556,35.0,79,0
281.6923076923077,25.0,21,3
34.0,34.0,7,0
68.140625,63.0,0,1
7.813559322033898,58.0,19,1
95.92307692307692,25.0,171,0
24.67391304347826,45.0,6,1
360.03921568627453,50.0,7,3
7.536585365853658,40.0,0,0
21.48,24.0,619,2
171.0,45.0,30,1
0.0,45.0,0,1
0.0,28.0,0,0
171.27118644067798,58.0,362,1
0.0,14.0,0,0
437.50943396226415,52.0,2,3
110.8433734939759,82.0,98,1
128.27777777777777,17.0,250,0
0.0,13.0,31,0
64.66666666666667,11.0,1,0
66.16666666666667,65.0,53,1
37.65384615384615,25.0,22,0
31.4,24.0,11,0
302.9032258064516,30.0,19,3
19.0,10.0,30,0
245.32558139534885,42.0,0,3
420.25,35.0,73,3
316.6666666666667,62.0,1019,2
291.5365853658537,40.0,69,3
253.5072463768116,68.0,0,1
14.564516129032258,61.0,0,1
172.39285714285714,27.0,0,0
394.3333333333333,41.0,116,3
99.25862068965516,57.0,1,1
21.5,23.0,4,0
43.83050847457627,58.0,0,1
87.95,39.0,469,0
107.9622641509434,52.0,4,1
409.3970588235294,67.0,102,3
23.369565217391305,45.0,132,1
135.0212765957447,46.0,1,1
29.0,47.0,0,1
35.333333333333336,38.0,6,0
6.428571428571429,27.0,5,0
106.83333333333331,29.0,24,0
1.0666666666666669,29.0,11,0
64.72222222222223,17.0,0,0
97.14545454545454,54.0,32,1
119.25,59.0,5,1
4.280701754385965,56.0,53,1
0.75,47.0,0,1
0.0,19.0,0,0
11.320754716981131,52.0,0,1
82.32142857142857,27.0,1,0
83.1923076923077,25.0,0,0
36.03125,31.0,13,0
270.63157894736844,18.0,0,3
173.66101694915255,58.0,113,1
0.3508771929824561,56.0,0,1
0.8135593220338984,58.0,0,1
332.88235294117646,33.0,16,3
0.6530612244897959,48.0,0,1
110.83783783783784,36.0,3,0
116.95652173913044,45.0,572,2
265.55,19.0,145,3
403.9166666666667,11.0,137,3
109.44444444444444,53.0,198,1
10.605633802816902,70.0,0,1
0.2368421052631578,37.0,0,0
0.0,19.0,2,0
19.275862068965516,57.0,17,1
19.04705882352941,84.0,39,1
0.0,40.0,0,0
5.519230769230769,51.0,10,1
212.12307692307692,64.0,0,1
6.04,74.0,16,1
5.314285714285714,34.0,0,0
35.76190476190476,20.0,56,0
9.233333333333333,29.0,0,0
0.0,24.0,0,0
42.15,19.0,1,0
157.06666666666666,44.0,46,1
49.45,19.0,1,0
8.159090909090908,43.0,5,1
50.15384615384615,25.0,115,0
119.58536585365852,40.0,0,0
47.69491525423729,58.0,82,1
0.5813953488372093,42.0,0,1
122.54901960784314,50.0,2,1
114.7741935483871,30.0,0,0
512.0,41.0,46,3
27.26315789473684,18.0,64,0
0.1621621621621621,36.0,8,0
3.767441860465116,42.0,0,1
8.666666666666666,35.0,29,0
274.6470588235294,33.0,7,3
7.375,47.0,0,1
0.0,23.0,0,0
138.16981132075472,52.0,358,1
30.846153846153847,25.0,14,0
9.859375,63.0,3,1
100.3265306122449,48.0,3,1
24.34285714285714,34.0,3,0
433.12820512820514,38.0,10,3
27.5625,15.0,3,0
3.0303030303030303,32.0,5,0
139.16666666666666,41.0,0,1
463.9789473684211,94.0,0,3
35.86363636363637,21.0,81,0
20.68354430379747,78.0,40,1
188.63636363636363,43.0,0,1
2.4745762711864407,58.0,0,1
12.20408163265306,48.0,12,1
232.21153846153845,51.0,140,3
153.5,39.0,14,0
141.8048780487805,81.0,25,1
49.97727272727273,43.0,3,1
44.333333333333336,8.0,3,0
179.475,39.0,21,0
145.33333333333334,71.0,60,1
90.05,19.0,0,0
0.0212765957446808,46.0,0,1
4.277777777777778,35.0,4,0
160.50943396226415,52.0,3,1
7.6571428571428575,34.0,32,0
408.6666666666667,17.0,42,3
8.551724137931034,28.0,1,0
496.984375,63.0,292,3
11.76923076923077,38.0,11,0
4.358208955223881,66.0,0,1
0.1403508771929824,56.0,0,1
207.0810810810811,36.0,10,3
255.6056338028169,70.0,0,1
324.1578947368421,18.0,26,3
0.0980392156862745,50.0,0,1
208.17307692307693,51.0,0,1
394.44,49.0,9,3
229.6153846153846,25.0,0,3
52.61538461538461,25.0,1,0
113.78260869565216,22.0,70,0
58.75,31.0,141,0
2.701492537313433,66.0,1,1
191.8823529411765,33.0,37,0
499.904109589041,72.0,5,3
211.6140350877193,56.0,3,1
350.72222222222223,35.0,777,2
0.0,51.0,0,1
515.35,39.0,0,3
64.16666666666667,47.0,1,1
0.0,6.0,0,0
303.4,44.0,0,3
48.53968253968254,62.0,0,1
85.29411764705883,16.0,281,0
10.754098360655735,60.0,1,1
5.888888888888889,53.0,55,1
44.42307692307692,25.0,583,2
0.0,38.0,0,0
7.052631578947368,37.0,0,0
0.5,71.0,4,1
6.76,24.0,24,0
5.9714285714285715,34.0,0,0
1.2,44.0,0,1
61.1,69.0,16,1
13.121951219512194,40.0,307,0
291.47058823529414,16.0,0,3
209.0185185185185,53.0,190,3
62.82608695652174,22.0,0,0
1.0,56.0,2,1
0.8461538461538461,77.0,35,1
32.8,14.0,0,0
0.2615384615384615,64.0,0,1
13.14516129032258,61.0,8,1
0.0,25.0,0,0
17.31578947368421,56.0,16,1
0.1081081081081081,36.0,0,0
106.95238095238096,41.0,227,0
10.857142857142858,34.0,63,0
11.714285714285714,13.0,116,0
78.94736842105263,37.0,25,0
47.0,22.0,19,0
114.32,24.0,0,0
159.25806451612902,30.0,22,0
7.578947368421052,18.0,1,0
169.34831460674158,88.0,1,1
8.448979591836734,48.0,8,1
266.29411764705884,50.0,350,3
118.08333333333331,35.0,18,0
90.88888888888889,35.0,25,0
143.58,49.0,0,1
417.69565217391306,22.0,0,3
4.833333333333333,59.0,13,1
219.625,15.0,8,0
396.53225806451616,61.0,217,3
52.0,16.0,26,0
29.972972972972972,36.0,69,0
0.0909090909090909,21.0,0,0
476.51063829787233,46.0,19,3
444.40625,31.0,748,2
152.70833333333334,23.0,3,0
134.13953488372093,42.0,18,1
1.0,20.0,1,0
10.333333333333334,11.0,0,0
63.6551724137931,57.0,85,1
20.0,24.0,300,0
58.74,49.0,469,1
0.0,24.0,0,0
382.2162162162162,73.0,3,3
38.394366197183096,70.0,0,1
3.6944444444444446,35.0,0,0
271.0,34.0,75,3
295.59016393442624,60.0,0,3
19.26923076923077,25.0,33,0
262.56410256410254,38.0,116,3
111.42857142857144,6.0,8,0
0.02,49.0,0,1
49.78378378378378,36.0,7,0
165.7719298245614,56.0,2,1
275.5813953488372,42.0,0,3
0.0,72.0,0,1
81.98461538461538,64.0,1,1
317.5925925925926,53.0,12,3
27.307692307692307,25.0,0,0
63.473684210526315,37.0,1,0
63.57142857142857,20.0,0,0
0.6666666666666666,8.0,29,0
37.625,7.0,71,0
0.0,24.0,2,0
208.1,29.0,21,0
6.857142857142857,13.0,0,0
85.11666666666666,59.0,39,1
1.7321428571428572,55.0,6,1
102.625,47.0,1,1
102.35135135135135,36.0,9,0
8.783783783783784,36.0,4,0
125.97368421052632,37.0,0,0
0.5957446808510638,46.0,2,1
28.09375,31.0,0,0
0.0,42.0,0,1
47.23529411764706,67.0,93,1
399.275,39.0,99,3
237.1428571428571,27.0,0,3
5.795918367346939,48.0,14,1
6.9523809523809526,62.0,0,1
8.796296296296296,53.0,2,1
53.81578947368421,37.0,22,0
97.46428571428572,27.0,1,0
8.846153846153847,25.0,19,0
16.914285714285715,34.0,25,0
220.6,14.0,11,0
24.863636363636363,43.0,0,1
55.07692307692308,38.0,0,0
41.11764705882353,33.0,5,0
44.333333333333336,20.0,107,0
281.6779661016949,58.0,0,3
11.2,24.0,26,0
21.333333333333332,50.0,1,1
0.0,78.0,0,1
0.7916666666666666,47.0,3,1
2.82,49.0,0,1
43.14705882352941,33.0,1,0
485.42105263157896,56.0,79,3
127.35714285714286,27.0,33,0
2.263157894736842,18.0,0,0
0.0,45.0,0,1
37.09090909090909,54.0,0,1
242.7258064516129,61.0,40,3
0.3928571428571428,27.0,11,0
0.9722222222222222,35.0,0,0
314.64285714285717,13.0,22,3
243.48275862068965,28.0,219,3
95.6818181818182,21.0,42,0
3.8688524590163937,60.0,0,1
0.2,4.0,0,0
156.43589743589743,77.0,32,1
0.0,66.0,0,1
25.26865671641791,66.0,0,1
131.6851851851852,53.0,0,1
19.76315789473684,37.0,100,0
1.137931034482759,28.0,4,0
283.6268656716418,66.0,74,3
28.666666666666668,20.0,5,0
39.75555555555555,44.0,0,1
2.6724137931034484,57.0,0,1
255.44444444444449,44.0,4,3
0.0,59.0,0,1
39.11538461538461,25.0,130,0
169.56410256410257,77.0,2,1
14.254901960784316,50.0,0,1
17.382978723404257,46.0,0,1
104.95652173913044,22.0,532,2
0.0465116279069767,42.0,0,1
173.27272727272728,32.0,14,0
221.63636363636363,10.0,623,2
15.333333333333334,23.0,0,0
6.823529411764706,33.0,9,0
19.025,39.0,0,0
81.33333333333333,47.0,111,1
187.2173913043478,45.0,10,1
211.44827586206895,57.0,17,1
19.210526315789473,18.0,0,0
61.096774193548384,30.0,0,0
120.91666666666669,35.0,4,0
379.3207547169811,52.0,0,3
427.91379310344826,57.0,57,3
116.7,19.0,4,0
1.878787878787879,32.0,2,0
158.42307692307693,25.0,57,0
6.6976744186046515,85.0,0,1
31.285714285714285,13.0,73,0
0.0,45.0,0,1
24.958333333333332,71.0,0,1
17.38095238095238,62.0,1,1
19.125,47.0,10,1
401.11538461538464,51.0,2431,2
357.6470588235294,50.0,0,3
96.8970588235294,67.0,13,1
198.0,24.0,3,0
16.807692307692307,25.0,111,0
381.025,39.0,0,3
441.2432432432432,73.0,200,3
14.68421052631579,18.0,0,0
120.02941176470588,33.0,8,0
328.1904761904762,41.0,57,3
41.63636363636363,43.0,9,1
163.7027027027027,36.0,41,0
5.75,23.0,51,0
22.5,35.0,0,0
5.414634146341464,40.0,0,0
3.9130434782608696,45.0,0,1
142.35294117647058,33.0,3,0
0.0212765957446808,46.0,2,1
60.49090909090909,54.0,11,1
14.72222222222222,35.0,4,0
0.0253164556962025,78.0,1,1
254.07692307692307,25.0,32,3
7.272727272727272,32.0,12,0
10.36842105263158,18.0,12,0
245.7926829268293,81.0,16,1
107.81538461538462,64.0,0,1
1.6666666666666667,53.0,54,1
11.37037037037037,26.0,1,0
14.862068965517242,28.0,0,0
1.7333333333333334,14.0,0,0
9.076923076923077,38.0,6,0
93.25806451612904,30.0,1,0
61.46969696969697,65.0,0,1
348.06451612903226,30.0,0,3
10.65,19.0,81,0
299.86206896551727,28.0,1,3
16.372093023255815,42.0,1,1
152.8939393939394,65.0,41,1
263.8421052631579,18.0,1,3
42.75,39.0,102,0
119.06521739130434,45.0,102,1
380.8333333333333,23.0,19,3
39.81818181818182,21.0,389,0
12.041666666666666,23.0,129,0
145.14893617021278,46.0,100,1
4.2,64.0,6,1
250.8,9.0,10,0
64.05263157894737,37.0,57,0
0.0555555555555555,17.0,3,0
1.9642857142857144,55.0,0,1
21.3,39.0,3,0
96.82758620689656,28.0,1,0
146.4,14.0,53,0
91.06060606060606,32.0,41,0
23.25,39.0,9,0
90.0,44.0,0,1
314.9142857142857,34.0,102,3
5.894736842105263,56.0,0,1
83.3921568627451,50.0,0,1
109.22727272727272,43.0,3,1
306.2608695652174,45.0,2,3
60.87951807228916,82.0,0,1
0.2941176470588235,16.0,12,0
22.095238095238095,41.0,0,0
95.66666666666669,14.0,553,2
38.10526315789474,75.0,80,1
13.333333333333334,59.0,146,1
0.0,33.0,0,0
189.19230769230768,51.0,2,1
265.26,49.0,0,3
266.73333333333335,14.0,0,3
187.4782608695652,45.0,1,1
0.0,36.0,0,0
104.0,11.0,49,0
0.0181818181818181,54.0,0,1
62.425,79.0,4,1
0.2432432432432432,73.0,16,1
147.28787878787878,65.0,3,1
9.704545454545457,43.0,0,1
6.484848484848484,32.0,1,0
77.34285714285714,34.0,4,0
116.63157894736842,56.0,0,1
0.0,33.0,0,0
160.85,39.0,0,0
7.157894736842105,37.0,43,0
399.9428571428571,34.0,1,3
0.0,13.0,0,0
407.90625,31.0,1126,2
0.175,39.0,1,0
157.69230769230768,12.0,137,0
0.0,43.0,0,1
93.2258064516129,30.0,12,0
55.93150684931507,72.0,127,1
0.0,37.0,0,0
120.25714285714284,34.0,0,0
2.0,33.0,0,0
155.30555555555554,71.0,306,1
37.53333333333333,44.0,49,1
130.1153846153846,51.0,154,1
61.70909090909091,54.0,209,1
100.42,49.0,2,1
124.04761904761904,62.0,96,1
82.42168674698796,82.0,0,1
44.811764705882354,84.0,0,1
346.825,39.0,296,3
0.0,42.0,0,1
0.0,58.0,0,1
241.07142857142856,69.0,117,1
32.75,67.0,0,1
34.6875,31.0,33,0
19.17391304347826,22.0,37,0
0.088235294117647,33.0,0,0
43.04347826086956,22.0,74,0
7.543478260869565,45.0,0,1
0.0,66.0,0,1
171.84375,31.0,17,0
57.68421052631579,18.0,42,0
280.1388888888889,35.0,0,3
375.234375,63.0,115,3
0.0,8.0,0,0
13.615384615384617,12.0,0,0
1.3333333333333333,71.0,0,1
0.0,22.0,0,0
42.15384615384615,25.0,352,0
454.95454545454544,21.0,73,3
115.23880597014926,66.0,0,1
14.8125,47.0,0,1
52.08045977011494,86.0,0,1
10.192307692307692,25.0,89,0
0.0,43.0,0,1
15.0,19.0,0,0
38.206896551724135,28.0,0,0
117.08695652173913,22.0,450,0
5.482142857142857,55.0,15,1
167.23529411764707,16.0,10,0
470.80434782608694,45.0,155,3
123.0,24.0,38,0
449.22857142857146,34.0,31,3
0.9,39.0,135,0
446.8478260869565,45.0,6,3
0.1304347826086956,22.0,0,0
5.2592592592592595,53.0,36,1
0.8636363636363636,21.0,19,0
3.2142857142857144,27.0,83,0
230.16666666666663,35.0,506,2
73.03225806451613,30.0,0,0
140.76923076923077,12.0,10,0
226.0,24.0,58,3
0.0,62.0,0,1
20.529411764705884,16.0,16,0
35.733333333333334,14.0,0,0
112.73333333333332,14.0,4,0
0.1578947368421052,37.0,7,0
83.46153846153847,25.0,298,0
49.38461538461539,77.0,3,1
100.97297297297295,36.0,0,0
428.69565217391306,22.0,19,3
30.846153846153847,12.0,3,0
74.0,25.0,34,0
90.53703703703704,53.0,215,1
245.69444444444449,35.0,228,3
3.952380952380953,41.0,26,0
0.0,18.0,0,0
252.51351351351352,36.0,72,3
42.166666666666664,23.0,279,0
19.321428571428573,27.0,5,0
13.292134831460674,88.0,0,1
67.3,19.0,420,0
1.5833333333333333,11.0,5,0
25.90909090909091,65.0,48,1
4.756756756756757,36.0,0,0
46.15909090909091,43.0,0,1
34.80952380952381,20.0,47,0
170.91780821917808,72.0,26,1
352.57894736842104,18.0,12,3
0.0,46.0,0,1
219.44871794871796,77.0,45,1
250.12121212121212,32.0,40,3
300.0869565217391,45.0,1,3
0.2692307692307692,25.0,0,0
384.3103448275862,28.0,1,3
27.694915254237287,58.0,1,1
220.4782608695652,45.0,0,3
41.97826086956522,45.0,7,1
32.425,79.0,7,1
275.7096774193548,61.0,0,3
0.2790697674418604,42.0,0,1
190.1428571428571,20.0,157,0
171.0909090909091,43.0,66,1
58.74285714285714,69.0,0,1
135.0909090909091,21.0,11,0
7.87719298245614,56.0,1,1
52.611111111111114,35.0,0,0
2.5,25.0,9,0
57.66279069767442,85.0,1,1
80.66666666666667,26.0,2,0
141.5,23.0,4,0
480.943661971831,70.0,4,3
88.72222222222223,35.0,6,0
93.86666666666666,44.0,0,1
1.5238095238095235,20.0,0,0
146.0,21.0,267,0
3.0833333333333335,23.0,2,0
10.72222222222222,35.0,5,0
20.36111111111111,71.0,0,1
27.64,24.0,2,0
15.657142857142857,34.0,0,0
136.65753424657535,72.0,2,1
26.46153846153846,25.0,117,0
0.0344827586206896,28.0,3,0
39.88461538461539,25.0,194,0
74.75862068965517,57.0,30,1
16.558823529411764,67.0,0,1
79.32352941176471,33.0,2,0
486.0625,15.0,11,3
85.31818181818181,21.0,121,0
298.55882352941177,33.0,0,3
133.8,24.0,0,0
0.0,56.0,0,1
41.916666666666664,71.0,55,1
34.96078431372549,50.0,53,1
12.17948717948718,38.0,3,0
49.24590163934426,60.0,39,1
0.5294117647058824,16.0,0,0
191.47222222222223,71.0,0,1
53.46153846153846,25.0,25,0
120.72549019607844,50.0,3,1
51.850746268656714,66.0,178,1
65.29333333333334,74.0,0,1
2.6575342465753424,72.0,126,1
0.4666666666666667,29.0,2,0
11.19718309859155,70.0,99,1
420.4074074074074,26.0,8,3
0.0,52.0,0,1
2.057142857142857,34.0,24,0
405.1818181818182,65.0,143,3
65.61764705882354,33.0,15,0
505.1304347826087,68.0,9,3
94.12,49.0,329,1
191.74603174603175,62.0,31,1
18.857142857142858,48.0,5,1
7.553571428571429,55.0,1,1
333.7125,79.0,158,3
224.6086956521739,45.0,27,3
398.4237288135593,58.0,74,3
365.375,55.0,2,3
82.86666666666666,14.0,3,0
429.8181818181818,54.0,377,3
0.0833333333333333,23.0,0,0
65.33333333333333,26.0,399,0
0.0,6.0,0,0
23.56756756756757,36.0,30,0
1.0833333333333333,23.0,0,0
47.5945945945946,36.0,121,0
183.55882352941177,67.0,0,1
26.71794871794872,38.0,16,0
206.2941176470588,16.0,87,0
